id,x,y
16,120.6434082,31.41721553
16,120.6434255,31.41723816
16,120.6434426,31.41726093
16,120.6434593,31.41728387
16,120.6434759,31.41730689
16,120.6434927,31.41732976
16,120.6435094,31.41735311
16,120.6435255,31.4173757
16,120.6435411,31.41739943
16,120.6435586,31.41742394
16,120.6435727,31.41744529
16,120.6435899,31.41746872
16,120.643606,31.41749137
16,120.6436224,31.41751458
16,120.6436393,31.41753736
16,120.6436561,31.41756024
16,120.6436731,31.41758303
16,120.6436902,31.41760579
16,120.6437072,31.41762855
16,120.6437245,31.41765112
16,120.6437423,31.41767348
16,120.6437601,31.41769578
16,120.6437784,31.4177178
16,120.6437976,31.41773914
16,120.643818,31.41775975
16,120.6438355,31.41778223
17,120.6433936,31.41714977
17,120.6434117,31.41717194
17,120.6434295,31.41719424
17,120.6434469,31.4172168
17,120.6434641,31.41723951
17,120.643481,31.41726234
17,120.6434978,31.41728525
17,120.6435146,31.41730814
17,120.6435313,31.41733112
17,120.6435479,31.41735401
17,120.643564,31.41737702
17,120.6435801,31.41740017
17,120.6435962,31.41742335
17,120.6436126,31.41744651
17,120.6436292,31.41746945
17,120.6436455,31.41749262
17,120.6436622,31.41751558
17,120.643679,31.41753843
17,120.643696,31.41756122
17,120.6437131,31.41758395
17,120.6437303,31.41760669
17,120.6437475,31.41762934
17,120.6437653,31.41765166
17,120.643783,31.41767403
17,120.6438012,31.41769609
17,120.64382,31.41771771
17,120.6438401,31.41773856
17,120.6438587,31.41776039
18,120.6435358,31.41729197
18,120.6435528,31.41731473
18,120.6435696,31.41733763
18,120.6435864,31.41736053
18,120.6436032,31.41738344
18,120.64362,31.41740637
18,120.6436367,31.41742932
18,120.6436534,31.41745228
18,120.6436701,31.41747524
18,120.6436867,31.41749821
18,120.6437035,31.41752115
18,120.6437202,31.41754409
19,120.643775,31.41740208
19,120.6437579,31.41737936
19,120.6437414,31.41735632
19,120.6437248,31.41733329
19,120.643708,31.41731041
19,120.6436914,31.41728737
19,120.643675,31.41726426
19,120.6436591,31.41724097
19,120.643643,31.41721778
19,120.6436281,31.41719392
19,120.643614,31.41716972
19,120.6435994,31.41714573
19,120.6435852,31.41712155
19,120.6435711,31.41709735
19,120.6435552,31.41707403
20,120.6436892,31.41712512
20,120.6437179,31.41711396
20,120.6437462,31.41710192
20,120.6437742,31.41708942
20,120.6438019,31.41707647
20,120.6438299,31.4170639
20,120.6438558,31.41704862
