id:LineString(x y, x y, ...)
0:LineString(120.6439499 31.4178828,120.6439671 31.41790546,120.6439845 31.41792802,120.6440016 31.41795079,120.6440181 31.41797384,120.6440346 31.41799691,120.644051 31.41802,120.6440675 31.41804308,120.644084 31.41806616,120.6441005 31.41808916,120.6441165 31.4181122,120.6441324 31.41813566,120.6441494 31.41815874,120.644165 31.41818165,120.6441823 31.41820379,120.6441989 31.41822765,120.6442154 31.41825002,120.644232 31.41827299,120.6442486 31.41829603,120.6442653 31.41831899,120.6442818 31.41834203,120.6442983 31.41836508,120.6443149 31.41838812,120.6443316 31.41841106,120.6443482 31.41843409,120.6443648 31.4184571,120.6443812 31.41848018,120.6443979 31.41850313,120.6444145 31.41852614,120.644431 31.4185492,120.6444476 31.41857222,120.6444643 31.4185952,120.6444809 31.41861818,120.6444973 31.41864132,120.6445139 31.41866433,120.6445305 31.41868734,120.6445471 31.41871035,120.6445636 31.41873338,120.6445802 31.4187564,120.6445961 31.41877976,)
1:LineString(120.6438932 31.41791549,120.6439101 31.41793834,120.6439272 31.41796107,120.6439439 31.41798403,120.6439603 31.41800716,120.6439769 31.41803018,120.6439933 31.41805326,120.6440099 31.41807631,120.6440263 31.41809938,120.644043 31.4181227,120.6440588 31.41814546,120.6440747 31.41816883,120.6440914 31.41819191,120.6441075 31.41821513,120.6441243 31.41823706,120.6441405 31.4182604,120.6441572 31.4182833,120.6441737 31.41830636,120.6441905 31.41832925,120.6442072 31.41835222,120.644224 31.41837511,120.6442406 31.41839811,120.6442574 31.41842101,120.6442744 31.41844383,120.6442912 31.41846671,120.6443078 31.41848971,120.6443246 31.41851264,120.6443415 31.41853547,120.6443585 31.41855828,120.6443754 31.4185811,120.6443922 31.41860398,120.6444091 31.41862683,120.6444261 31.41864968,120.6444426 31.41867269,120.6444595 31.41869556,120.6444763 31.41871845,120.6444928 31.41874153,120.6445091 31.41876466,120.6445256 31.41878775,120.6445405 31.4188116,)
2:LineString(120.6439306 31.41791818,120.643948 31.41794074,120.6439652 31.41796347,120.6439818 31.41798644,120.6439984 31.41800946,120.6440149 31.41803251,120.6440315 31.41805556,120.644048 31.41807857,120.6440646 31.41810164,120.644081 31.41812454,120.644097 31.41814776,120.6441132 31.41817102,120.6441303 31.41819394,120.6441462 31.41821714,120.6441635 31.41823952,120.6441795 31.41826272,120.6441964 31.41828559,120.644213 31.4183086,120.6442295 31.41833162,120.6442462 31.4183546,120.6442628 31.41837762,120.6442793 31.41840068,120.6442959 31.41842368,120.6443125 31.41844669,120.6443293 31.41846957,120.6443463 31.41849241,120.6443633 31.4185152,120.6443802 31.41853805,120.6443969 31.41856097,120.6444136 31.41858396,120.6444302 31.41860692,120.644447 31.41862987,120.6444635 31.41865291,120.6444801 31.41867592,120.6444967 31.41869892,120.6445134 31.41872188,120.6445299 31.41874492,120.6445467 31.41876787,120.6445631 31.41879097,120.64458 31.41881384,)
3:LineString(120.6445158 31.41862838,120.6445323 31.4186514,120.6445489 31.41867442,120.6445655 31.41869743,120.6445821 31.41872045,120.6445987 31.41874348,)
4:LineString(120.6448913 31.4188259,120.6449175 31.41881074,120.6449441 31.41879629,120.644971 31.41878207,120.6449979 31.4187679,120.6450248 31.41875375,120.6450516 31.41873965,120.6450787 31.41872588,120.6451059 31.4187124,120.6451331 31.41869884,120.6451599 31.41868436,120.6451867 31.41867034,120.6452129 31.41865544,120.6452398 31.41864132,120.6452664 31.41862679,120.645293 31.41861217,120.6453192 31.4185972,120.6453459 31.41858278,120.6453728 31.41856863,120.6453997 31.41855443,120.6454265 31.41854023,120.6454534 31.41852604,120.6454803 31.41851184,120.6455072 31.41849768,120.645534 31.41848351,120.6455609 31.41846936,120.6455878 31.41845523,120.6456147 31.41844103,120.6456417 31.41842697,120.6456685 31.4184127,120.6456954 31.41839871,120.6457219 31.41838402,)
5:LineString(120.6448571 31.41881064,120.6448832 31.41879545,120.6449097 31.41878067,120.6449364 31.41876624,120.6449632 31.41875205,120.64499 31.41873778,120.6450169 31.41872365,120.6450438 31.41870955,120.6450712 31.41869551,120.6450978 31.41868182,120.6451249 31.41866792,120.6451514 31.41865295,120.6451784 31.41863905,120.6452043 31.41862395,120.6452314 31.41861021,120.6452579 31.41859567,120.645285 31.41858173,120.6453119 31.41856756,120.6453389 31.41855354,120.6453656 31.41853915,120.6453924 31.41852489,120.6454192 31.41851067,120.6454461 31.41849647,120.6454729 31.41848226,120.6454998 31.41846809,120.6455267 31.41845392,120.6455536 31.41843975,120.6455804 31.41842558,120.6456073 31.41841135,120.6456342 31.41839726,120.645661 31.41838302,120.645688 31.41836904,120.6457148 31.4183547,)
6:LineString(120.6448628 31.41887442,120.644889 31.4188593,120.6449156 31.41884479,120.6449422 31.41883018,120.6449691 31.4188161,120.6449961 31.41880207,120.6450231 31.41878798,120.64505 31.41877392,120.645077 31.41875996,120.6451042 31.41874647,120.6451316 31.41873317,120.6451588 31.41871943,120.6451856 31.41870516,120.6452126 31.41869069,120.6452382 31.41867594,120.6452651 31.41866177,120.6452914 31.41864702,120.6453177 31.41863196,120.6453435 31.41861641,120.6453701 31.41860183,120.6453968 31.41858743,120.6454239 31.4185735,120.6454509 31.41855949,120.6454779 31.41854554,120.6455048 31.41853147,120.645532 31.41851753,120.6455588 31.41850347,120.6455857 31.41848964,120.6456126 31.41847537,120.6456396 31.4184615,120.6456662 31.41844691,120.6456926 31.41843223,120.6457189 31.41841731,120.6457458 31.4184032,)
7:LineString(120.6448417 31.41878721,120.6448673 31.41877144,120.6448934 31.41875619,120.6449199 31.41874148,120.6449464 31.41872686,120.6449732 31.41871255,120.645 31.41869837,120.6450268 31.41868415,120.6450538 31.41867026,120.6450805 31.41865581,120.6451071 31.41864164,120.6451333 31.41862639,120.6451601 31.41861225,120.6451861 31.41859724,120.6452133 31.41858343,120.64524 31.41856915,120.6452673 31.41855568,120.6452949 31.41854254,120.6453221 31.41852872,120.6453491 31.41851471,120.6453758 31.41850035,120.6454025 31.41848597,120.6454293 31.41847167,120.6454561 31.4184574,120.645483 31.41844312,120.6455098 31.41842898,120.6455365 31.41841473,120.6455634 31.41840055,120.6455902 31.41838613,120.6456168 31.41837154,120.6456425 31.41835556,120.6456701 31.41834263,120.6456934 31.41832459,)
8:LineString(120.6460781 31.41812443,120.6461074 31.41811461,120.6461354 31.4181013,120.6461617 31.41808767,120.6461897 31.41807229,120.6462127 31.41805995,120.6462567 31.41803554,120.646263 31.4180323,120.6463094 31.41800634,120.6463144 31.41800371,120.646361 31.41797789,120.6463696 31.41797304,120.6464075 31.4179528,120.6464266 31.41794287,120.6464554 31.41792723,120.6464812 31.41791352,120.6465083 31.41789902,120.6465349 31.41788506,120.6465619 31.41787091,120.6465888 31.41785673,120.6466155 31.41784232,120.6466422 31.41782782,120.6466687 31.41781315,120.6466954 31.41779877,120.6467219 31.41778416,120.6467485 31.41776958,120.6467752 31.41775519,120.646802 31.41774077,120.6468288 31.41772662,120.6468561 31.41771328,120.6468832 31.41769949,120.6469109 31.41768693,120.6469396 31.41767456,120.646967 31.41766331,120.6469969 31.41765309,120.6470273 31.4176419,120.647054 31.41763326,120.6470855 31.41762462,120.6470749 31.41760552,120.647108 31.41760823,120.6471396 31.41760042,120.6471671 31.41759381,120.6471947 31.41758032,120.647222 31.41756686,120.647249 31.4175536,120.647275 31.41753886,120.6473022 31.41752521,120.6473288 31.41751079,120.6473558 31.4174968,120.6473828 31.41748264,120.6474097 31.41746852,120.6474366 31.41745438,120.6474635 31.41744024,120.6474905 31.41742621,120.6475174 31.41741214,120.6475443 31.41739806,120.6475713 31.41738406,120.6475982 31.41736988,120.6476253 31.41735601,120.6476522 31.41734193,120.6476789 31.41732758,120.647706 31.41731373,120.647733 31.41729977,120.6477599 31.4172856,120.6477865 31.41727096,120.6478134 31.41725697,120.6478402 31.41724267,120.6478669 31.41722824,120.6478939 31.41721427,120.6479206 31.41719983,120.6479475 31.4171858,120.6479744 31.41717164,120.6480014 31.41715758,120.6480283 31.4171435,120.6480552 31.41712936,120.648082 31.41711506,120.6481089 31.41710084,120.6481357 31.41708663,120.6481625 31.41707234,120.6481894 31.41705816,120.6482162 31.41704387,120.6482432 31.41702989,120.6482703 31.417016,120.6482971 31.4170018,120.6483243 31.41698806,120.6483511 31.41697388,120.6483779 31.41695961,120.6484043 31.41694455,120.6484295 31.41692887,120.6484574 31.41691159,120.6484795 31.41689696,120.6485047 31.41687928,120.6485308 31.41686357,120.648556 31.41684767,120.6485812 31.4168306,120.648605 31.41681692,120.6486317 31.41680025,120.6486544 31.41678567,120.6486807 31.41676966,120.6487073 31.41675642,120.6487306 31.41674084,120.6487571 31.41672746,120.6487843 31.4167141,120.64881 31.41669926,120.6488368 31.41668579,120.6488629 31.4166706,120.64889 31.41665677,120.6489162 31.41664191,120.6489434 31.41662828,120.6489702 31.41661393,120.6489968 31.41659945,120.6490239 31.41658616,120.6490506 31.41657187,120.6490777 31.4165581,120.6491047 31.41654407,120.6491316 31.41653008,120.6491586 31.41651604,120.6491857 31.41650226,120.6492125 31.41648798,120.6492392 31.41647351,120.6492659 31.41645911,120.6492931 31.41644535,)
